X,Y,Z,A11,A21,A31,A12,A22,A32,A13,A23,A33,ResVort,ResStrain,Shear
5.2050650000000E+00,8.5442500000000E-02,5.0287850000000E-01,1.1210600000000E-01,3.1360800000000E-02,-7.0229900000000E-02,1.1294600000000E-01,-9.1736100000000E-02,5.3972600000000E-02,6.0156800000000E-01,1.5924700000000E-01,-1.9596800000000E-02,8.1085272133350E-02,2.5118473917250E-02,6.5037745237350E-01
5.2719550000000E+00,8.5442500000000E-02,5.0287850000000E-01,1.0293000000000E-01,3.1568200000000E-02,-6.4973100000000E-02,1.0887800000000E-01,-9.4964700000000E-02,4.9525300000000E-02,5.7973300000000E-01,1.3921100000000E-01,-7.2147500000000E-03,7.6744012534620E-02,2.6147967204450E-02,6.2296617031100E-01
5.3388450000000E+00,8.5442500000000E-02,5.0287850000000E-01,9.3934100000000E-02,3.1019200000000E-02,-5.8839500000000E-02,1.0465700000000E-01,-9.7002500000000E-02,4.4911100000000E-02,5.5919000000000E-01,1.2080100000000E-01,3.7687800000000E-03,7.2105020284650E-02,2.7928898110990E-02,5.9745198488240E-01
5.4057350000000E+00,8.5442500000000E-02,5.0287850000000E-01,8.5337900000000E-02,2.9877800000000E-02,-5.2086600000000E-02,1.0030700000000E-01,-9.8027100000000E-02,4.0303800000000E-02,5.3973300000000E-01,1.0413300000000E-01,1.3351800000000E-02,6.7042559385300E-02,3.0857687816020E-02,5.7364642620090E-01
5.4726250000000E+00,8.5442500000000E-02,5.0287850000000E-01,7.7257400000000E-02,2.8303200000000E-02,-4.4973500000000E-02,9.5911500000000E-02,-9.8200100000000E-02,3.5831100000000E-02,5.2126400000000E-01,8.9263500000000E-02,2.1554300000000E-02,6.1317004263400E-02,3.4902211278680E-02,5.5144292116170E-01
5.0043950000000E+00,8.1972775000000E-02,4.8245700000000E-01,1.4639700000000E-01,3.2388600000000E-02,-8.3119700000000E-02,1.2782800000000E-01,-9.1652100000000E-02,7.8999200000000E-02,6.5384900000000E-01,2.3277600000000E-01,-5.3922200000000E-02,9.8888769745830E-02,4.2903728783130E-02,7.3031640052800E-01
5.0712850000000E+00,8.1972775000000E-02,4.8245700000000E-01,1.3760300000000E-01,3.5563600000000E-02,-8.1575900000000E-02,1.2466200000000E-01,-9.8626100000000E-02,7.4219600000000E-02,6.3111100000000E-01,2.0837500000000E-01,-3.8150000000000E-02,9.4651356339450E-02,3.9962369948630E-02,7.0017927885060E-01
5.1381750000000E+00,8.1972775000000E-02,4.8245700000000E-01,1.2822200000000E-01,3.7404700000000E-02,-7.8416900000000E-02,1.2124100000000E-01,-1.0378100000000E-01,6.8701000000000E-02,6.1021100000000E-01,1.8467000000000E-01,-2.3651400000000E-02,9.0316288173200E-02,3.8084283471110E-02,6.7200541496280E-01
5.2050650000000E+00,8.1972775000000E-02,4.8245700000000E-01,1.1861600000000E-01,3.8059500000000E-02,-7.3863200000000E-02,1.1755600000000E-01,-1.0731000000000E-01,6.2751800000000E-02,5.9091100000000E-01,1.6212600000000E-01,-1.0545600000000E-02,8.6216375231740E-02,3.5904772579670E-02,6.4582979679110E-01
5.2719550000000E+00,8.1972775000000E-02,4.8245700000000E-01,1.0906000000000E-01,3.7714500000000E-02,-6.8166800000000E-02,1.1358000000000E-01,-1.0944200000000E-01,5.6638100000000E-02,5.7280300000000E-01,1.4109900000000E-01,1.1142100000000E-03,8.1649415194990E-02,3.5541858524080E-02,6.2139570713040E-01
5.3388450000000E+00,8.1972775000000E-02,4.8245700000000E-01,9.9760800000000E-02,3.6566800000000E-02,-6.1597400000000E-02,1.0937300000000E-01,-1.1039000000000E-01,5.0573300000000E-02,5.5575000000000E-01,1.2183000000000E-01,1.1323200000000E-02,7.6735712587830E-02,3.6513686180110E-02,5.9866255521770E-01
5.4057350000000E+00,8.1972775000000E-02,4.8245700000000E-01,9.0906700000000E-02,3.4812000000000E-02,-5.4426300000000E-02,1.0494700000000E-01,-1.1036300000000E-01,4.4723700000000E-02,5.3945000000000E-01,1.0444800000000E-01,2.0110500000000E-02,7.1338675916190E-02,3.8729347288610E-02,5.7737606763840E-01
5.4726250000000E+00,8.1972775000000E-02,4.8245700000000E-01,8.2624500000000E-02,3.2633100000000E-02,-4.6916200000000E-02,1.0039400000000E-01,-1.0954800000000E-01,3.9207400000000E-02,5.2378600000000E-01,8.8983400000000E-02,2.7527300000000E-02,6.5135426819320E-02,4.2562514543530E-02,5.5738961696620E-01
5.0043950000000E+00,7.8668100000000E-02,4.6300800000000E-01,1.5279600000000E-01,3.9999600000000E-02,-8.7547000000000E-02,1.3108200000000E-01,-1.1224300000000E-01,9.4700300000000E-02,6.2616000000000E-01,2.3278800000000E-01,-3.9738800000000E-02,1.0598633438350E-01,5.8203894644980E-02,7.1034157276150E-01
5.0712850000000E+00,7.8668100000000E-02,4.6300800000000E-01,1.4344800000000E-01,4.2948500000000E-02,-8.5580800000000E-02,1.2849900000000E-01,-1.1808900000000E-01,8.7421900000000E-02,6.0787700000000E-01,2.0788900000000E-01,-2.4550400000000E-02,1.0109756141900E-01,5.4111130535600E-02,6.8412852287290E-01
5.1381750000000E+00,7.8668100000000E-02,4.6300800000000E-01,1.3361100000000E-01,4.4420300000000E-02,-8.1981400000000E-02,1.2547500000000E-01,-1.2199500000000E-01,7.9614300000000E-02,5.9126300000000E-01,1.8371200000000E-01,-1.0855800000000E-02,9.6661813557150E-02,5.0124235451220E-02,6.5963256359100E-01
5.2050650000000E+00,7.8668100000000E-02,4.6300800000000E-01,1.2366600000000E-01,4.4596000000000E-02,-7.6986000000000E-02,1.2201100000000E-01,-1.2421500000000E-01,7.1619300000000E-02,5.7600200000000E-01,1.6073200000000E-01,1.2936500000000E-03,9.1899320483210E-02,4.7500073909760E-02,6.3684165477750E-01
5.2719550000000E+00,7.8668100000000E-02,4.6300800000000E-01,1.1383200000000E-01,4.3696400000000E-02,-7.0858100000000E-02,1.1813900000000E-01,-1.2502500000000E-01,6.3714800000000E-02,5.6178500000000E-01,1.3933000000000E-01,1.1906900000000E-02,8.7134957313540E-02,4.5917652547360E-02,6.1562299728390E-01
5.3388450000000E+00,7.8668100000000E-02,4.6300800000000E-01,1.0433200000000E-01,4.1950200000000E-02,-6.3881700000000E-02,1.1389800000000E-01,-1.2469000000000E-01,5.6112700000000E-02,5.4819700000000E-01,1.1973700000000E-01,2.1024600000000E-02,8.1843599677090E-02,4.5877456665040E-02,5.9572702646260E-01
5.4057350000000E+00,7.8668100000000E-02,4.6300800000000E-01,9.5343100000000E-02,3.9585500000000E-02,-5.6326400000000E-02,1.0936800000000E-01,-1.2344200000000E-01,4.8963600000000E-02,5.3514600000000E-01,1.0209500000000E-01,2.8725500000000E-02,7.6082520186900E-02,4.7371342778210E-02,5.7708221673970E-01
5.4726250000000E+00,7.8668100000000E-02,4.6300800000000E-01,8.6952500000000E-02,3.6804100000000E-02,-4.8461700000000E-02,1.0463100000000E-01,-1.2149200000000E-01,4.2372700000000E-02,5.2228800000000E-01,8.6451400000000E-02,3.5116800000000E-02,6.9900318980220E-02,5.0034392625090E-02,5.5934739112850E-01
5.0043950000000E+00,7.5520900000000E-02,4.4448475000000E-01,1.5764300000000E-01,4.7209600000000E-02,-9.1463600000000E-02,1.3412600000000E-01,-1.3450400000000E-01,1.1066600000000E-01,5.9705800000000E-01,2.2622000000000E-01,-2.2305900000000E-02,1.1244415491820E-01,7.4325524270530E-02,6.8830013275150E-01
5.0712850000000E+00,7.5520900000000E-02,4.4448475000000E-01,1.4781700000000E-01,4.9940200000000E-02,-8.9037700000000E-02,1.3211900000000E-01,-1.3897900000000E-01,1.0068400000000E-01,5.8285900000000E-01,2.0169200000000E-01,-8.0277200000000E-03,1.0847962647680E-01,6.7138932645320E-02,6.6586238145830E-01
5.1381750000000E+00,7.5520900000000E-02,4.4448475000000E-01,1.3762500000000E-01,5.1057000000000E-02,-8.4980700000000E-02,1.2949300000000E-01,-1.4141200000000E-01,9.0430100000000E-02,5.7020400000000E-01,1.7782600000000E-01,4.5558200000000E-03,1.0310420393940E-01,6.2990196049210E-02,6.4489513635640E-01
5.2050650000000E+00,7.5520900000000E-02,4.4448475000000E-01,1.2738800000000E-01,5.0777400000000E-02,-7.9546800000000E-02,1.2625700000000E-01,-1.4211800000000E-01,8.0275200000000E-02,5.5873200000000E-01,1.5512500000000E-01,1.5459900000000E-02,9.7998172044750E-02,5.9552561491730E-02,6.2534010410310E-01
5.2719550000000E+00,7.5520900000000E-02,4.4448475000000E-01,1.1738300000000E-01,4.9345200000000E-02,-7.3008300000000E-02,1.2245900000000E-01,-1.4142900000000E-01,7.0502200000000E-02,5.4801900000000E-01,1.3394600000000E-01,2.4744300000000E-02,9.2524513602260E-02,5.7512365281580E-02,6.0706096887590E-01
5.3388450000000E+00,7.5520900000000E-02,4.4448475000000E-01,1.0775900000000E-01,4.7026800000000E-02,-6.5651800000000E-02,1.1818300000000E-01,-1.3965300000000E-01,6.1321800000000E-02,5.3785800000000E-01,1.1457400000000E-01,3.2531000000000E-02,8.7105005979540E-02,5.6342154741290E-02,5.8998239040370E-01
5.4057350000000E+00,7.5520900000000E-02,4.4448475000000E-01,9.8740500000000E-02,4.4074600000000E-02,-5.7756400000000E-02,1.1352200000000E-01,-1.3705400000000E-01,5.2858200000000E-02,5.2784500000000E-01,9.7148000000000E-02,3.8936900000000E-02,8.0660089850430E-02,5.7445015758280E-02,5.7381290197370E-01
5.4726250000000E+00,7.5520900000000E-02,4.4448475000000E-01,9.0334900000000E-02,4.0715400000000E-02,-4.9584000000000E-02,1.0860800000000E-01,-1.3385600000000E-01,4.5182700000000E-02,5.1787600000000E-01,8.1710600000000E-02,4.4089800000000E-02,7.4268803000450E-02,5.9050645679240E-02,5.5843043327330E-01
5.0043950000000E+00,7.2523675000000E-02,4.2684350000000E-01,1.6119700000000E-01,5.3795800000000E-02,-9.4822400000000E-02,1.3676900000000E-01,-1.5790800000000E-01,1.2639800000000E-01,5.6850500000000E-01,2.1340000000000E-01,-2.5993900000000E-03,1.1920884251590E-01,8.8375784456730E-02,6.6649091243740E-01
5.0712850000000E+00,7.2523675000000E-02,4.2684350000000E-01,1.5095700000000E-01,5.6336500000000E-02,-9.1911000000000E-02,1.3536500000000E-01,-1.6083200000000E-01,1.1358200000000E-01,5.5785000000000E-01,1.9005100000000E-01,1.0546000000000E-02,1.1482749879360E-01,8.1118524074550E-02,6.4742767810820E-01
5.1381750000000E+00,7.2523675000000E-02,4.2684350000000E-01,1.4045100000000E-01,5.7140100000000E-02,-8.7389400000000E-02,1.3315100000000E-01,-1.6162600000000E-01,1.0079300000000E-01,5.4865400000000E-01,1.6724700000000E-01,2.1816900000000E-02,1.0925143957140E-01,7.6358623802660E-02,6.2955701351170E-01
5.2050650000000E+00,7.2523675000000E-02,4.2684350000000E-01,1.3002300000000E-01,5.6442300000000E-02,-8.1524600000000E-02,1.3017000000000E-01,-1.6067400000000E-01,8.8423400000000E-02,5.4050300000000E-01,1.4547000000000E-01,3.1279200000000E-02,1.0436718910930E-01,7.1354009211060E-02,6.1287564039230E-01
5.2719550000000E+00,7.2523675000000E-02,4.2684350000000E-01,1.1986500000000E-01,5.4523800000000E-02,-7.4601200000000E-02,1.2647500000000E-01,-1.5835700000000E-01,7.6759900000000E-02,5.3305400000000E-01,1.2513400000000E-01,3.9080000000000E-02,9.9034518003460E-02,6.8038359284400E-02,5.9729892015460E-01
5.3388450000000E+00,7.2523675000000E-02,4.2684350000000E-01,1.1023700000000E-01,5.1676300000000E-02,-6.6901600000000E-02,1.2217500000000E-01,-1.5502600000000E-01,6.5994400000000E-02,5.2591200000000E-01,1.0649700000000E-01,4.5372900000000E-02,9.2314355075360E-02,6.7505910992620E-02,5.8268195390700E-01
5.4057350000000E+00,7.2523675000000E-02,4.2684350000000E-01,1.0121500000000E-01,4.8179100000000E-02,-5.8706800000000E-02,1.1739800000000E-01,-1.5098100000000E-01,5.6229500000000E-02,5.1879300000000E-01,8.9725400000000E-02,5.0320600000000E-02,8.6067229509350E-02,6.7087121307850E-02,5.6883412599560E-01
5.4726250000000E+00,7.2523675000000E-02,4.2684350000000E-01,9.2868900000000E-02,4.4282400000000E-02,-5.0274000000000E-02,1.1226700000000E-01,-1.4645800000000E-01,4.7501500000000E-02,5.1145800000000E-01,7.4881500000000E-02,5.4100100000000E-02,7.9166471958160E-02,6.8253792822360E-02,5.5553638935090E-01
5.0043950000000E+00,6.9669050000000E-02,4.1004250000000E-01,1.6368300000000E-01,5.9499900000000E-02,-9.7568800000000E-02,1.3888600000000E-01,-1.8173200000000E-01,1.4155100000000E-01,5.4225800000000E-01,1.9564800000000E-01,1.8825100000000E-02,1.2551106512550E-01,1.0059554129840E-01,6.4730852842330E-01
5.0712850000000E+00,6.9669050000000E-02,4.1004250000000E-01,1.5310200000000E-01,6.1894900000000E-02,-9.4166200000000E-02,1.3813300000000E-01,-1.8300500000000E-01,1.2583700000000E-01,5.3453200000000E-01,1.7412600000000E-01,3.0665600000000E-02,1.2121329456570E-01,9.3521527946000E-02,6.3094431161880E-01
5.1381750000000E+00,6.9669050000000E-02,4.1004250000000E-01,1.4231900000000E-01,6.2438700000000E-02,-8.9189000000000E-02,1.3639700000000E-01,-1.8207800000000E-01,1.1047700000000E-01,5.2818000000000E-01,1.5296800000000E-01,4.0462700000000E-02,1.1613174527880E-01,8.7809145450590E-02,6.1553490161900E-01
5.2050650000000E+00,6.9669050000000E-02,4.1004250000000E-01,1.3172700000000E-01,6.1388500000000E-02,-8.2916100000000E-02,1.3368100000000E-01,-1.7939500000000E-01,9.5883000000000E-02,5.2280300000000E-01,1.3267100000000E-01,4.8349400000000E-02,1.1060316115620E-01,8.3241000771520E-02,6.0111767053600E-01
5.2719550000000E+00,6.9669050000000E-02,4.1004250000000E-01,1.2150200000000E-01,5.9049200000000E-02,-7.5639100000000E-02,1.3008900000000E-01,-1.7539000000000E-01,8.2339700000000E-02,5.1801900000000E-01,1.1363000000000E-01,5.4517900000000E-02,1.0459109395740E-01,8.0035082995890E-02,5.8763784170150E-01
5.3388450000000E+00,6.9669050000000E-02,4.1004250000000E-01,1.1186300000000E-01,5.5738200000000E-02,-6.7638700000000E-02,1.2578700000000E-01,-1.7045500000000E-01,7.0015700000000E-02,5.1349900000000E-01,9.6141800000000E-02,5.9178800000000E-02,9.8030753433700E-02,7.8270994126800E-02,5.7503455877300E-01
5.4057350000000E+00,6.9669050000000E-02,4.1004250000000E-01,1.0288500000000E-01,5.1763300000000E-02,-5.9192700000000E-02,1.2092400000000E-01,-1.6491900000000E-01,5.8991400000000E-02,5.0890000000000E-01,8.0391200000000E-02,6.2562300000000E-02,9.1505341231820E-02,7.7176481485370E-02,5.6311273574830E-01
5.4726250000000E+00,6.9669050000000E-02,4.1004250000000E-01,9.4677800000000E-02,4.7391200000000E-02,-5.0550200000000E-02,1.1562800000000E-01,-1.5904000000000E-01,4.9258100000000E-02,5.0392900000000E-01,6.6446600000000E-02,6.4866500000000E-02,8.4469199180600E-02,7.7418573200700E-02,5.5162817239760E-01
5.0043950000000E+00,2.2675175000000E-01,7.8707300000000E-01,9.3100600000000E-03,-1.5047200000000E-02,-2.7806600000000E-02,4.4830300000000E-02,-1.0717900000000E-02,6.5885000000000E-03,1.7260200000000E-01,2.1895600000000E-02,1.3729500000000E-03,4.2442321777340E-02,2.5062172790060E-04,1.7811703681950E-01
5.0712850000000E+00,2.2675175000000E-01,7.8707300000000E-01,7.5870800000000E-03,-1.3330400000000E-02,-2.7896100000000E-02,4.3245700000000E-02,-1.2911900000000E-02,9.9269300000000E-03,1.6436300000000E-01,2.4702800000000E-02,5.3943200000000E-03,4.2455621063710E-02,3.7947070086370E-04,1.7029622197150E-01
5.1381750000000E+00,2.2675175000000E-01,7.8707300000000E-01,5.4641900000000E-03,-1.1523600000000E-02,-2.7494800000000E-02,4.1891800000000E-02,-1.5113400000000E-02,1.2822000000000E-02,1.5620800000000E-01,2.6885400000000E-02,9.5931600000000E-03,4.1750341653820E-02,6.1330624157560E-04,1.6290697455410E-01
5.2050650000000E+00,2.2675175000000E-01,7.8707300000000E-01,3.5169700000000E-03,-9.6877700000000E-03,-2.6609000000000E-02,4.0458600000000E-02,-1.7269300000000E-02,1.5253300000000E-02,1.4829900000000E-01,2.8471200000000E-02,1.3844800000000E-02,3.8973093032840E-02,1.8480664584790E-04,1.5639053285120E-01
5.2719550000000E+00,2.2675175000000E-01,7.8707300000000E-01,1.4949900000000E-03,-7.8777500000000E-03,-2.5266100000000E-02,3.9117000000000E-02,-1.9330500000000E-02,1.7219000000000E-02,1.4086400000000E-01,2.9504000000000E-02,1.8020600000000E-02,3.5859178751710E-02,4.0568574331700E-04,1.5051518380640E-01
5.3388450000000E+00,2.2675175000000E-01,7.8707300000000E-01,-6.7274600000000E-04,-6.1390300000000E-03,-2.3511000000000E-02,3.7861100000000E-02,-2.1254200000000E-02,1.8736100000000E-02,1.3375600000000E-01,3.0041000000000E-02,2.2002300000000E-02,3.2504945993420E-02,3.3450792543590E-03,1.4504006505010E-01
5.0043950000000E+00,2.1694375000000E-01,7.5302900000000E-01,1.4800400000000E-02,-1.6260900000000E-02,-3.0455300000000E-02,6.5256400000000E-02,-1.0236700000000E-02,5.8679000000000E-03,2.4258200000000E-01,3.1258100000000E-02,-4.5648400000000E-03,4.6538867056370E-02,1.0422600462330E-04,2.5196561217310E-01
5.0712850000000E+00,2.1694375000000E-01,7.5302900000000E-01,1.2984000000000E-02,-1.4180900000000E-02,-3.0624900000000E-02,6.2458100000000E-02,-1.2978500000000E-02,9.6724000000000E-03,2.3020100000000E-01,3.3813200000000E-02,1.8953600000000E-05,4.6705946326260E-02,3.6911779898220E-04,2.3963478207590E-01
5.1381750000000E+00,2.1694375000000E-01,7.5302900000000E-01,1.0917200000000E-02,-1.2036500000000E-02,-3.0228400000000E-02,5.9797000000000E-02,-1.5710000000000E-02,1.2957900000000E-02,2.1799900000000E-01,3.5608700000000E-02,4.8727500000000E-03,4.6183463186030E-02,8.3905307110400E-04,2.2770568728450E-01
5.2050650000000E+00,2.1694375000000E-01,7.5302900000000E-01,8.6373100000000E-03,-9.8975600000000E-03,-2.9271200000000E-02,5.7237800000000E-02,-1.8363800000000E-02,1.5702100000000E-02,2.0618100000000E-01,3.6705400000000E-02,9.8335700000000E-03,4.3421056121590E-02,6.7712832242250E-04,2.1669809520240E-01
5.2719550000000E+00,2.1694375000000E-01,7.5302900000000E-01,6.2827000000000E-03,-7.8243800000000E-03,-2.7787000000000E-02,5.4822400000000E-02,-2.0879900000000E-02,1.7904500000000E-02,1.9492400000000E-01,3.7178500000000E-02,1.4733700000000E-02,4.0251370519400E-02,6.2888959655540E-04,2.0641939342020E-01
5.3388450000000E+00,2.1694375000000E-01,7.5302900000000E-01,3.9131400000000E-03,-5.8671000000000E-03,-2.5832700000000E-02,5.2524300000000E-02,-2.3207200000000E-02,1.9589600000000E-02,1.8434100000000E-01,3.7113000000000E-02,1.9430600000000E-02,3.6857165396210E-02,2.7253495063630E-03,1.9689805805680E-01
5.4057350000000E+00,2.1694375000000E-01,7.5302900000000E-01,1.6743900000000E-03,-4.0624200000000E-03,-2.3482200000000E-02,5.0326000000000E-02,-2.5305900000000E-02,2.0791900000000E-02,1.7450400000000E-01,3.6597600000000E-02,2.3793800000000E-02,3.3201187849040E-02,6.4755887724460E-03,1.8811975419520E-01
5.0043950000000E+00,2.0760300000000E-01,7.2060600000000E-01,2.2466000000000E-02,-1.7148900000000E-02,-3.3348800000000E-02,8.8262800000000E-02,-9.1855600000000E-03,4.8907000000000E-03,3.2030600000000E-01,4.4529100000000E-02,-1.3259200000000E-02,5.0571203231810E-02,4.6039477456360E-04,3.3467370271680E-01
5.0712850000000E+00,2.0760300000000E-01,7.2060600000000E-01,2.0574800000000E-02,-1.4651000000000E-02,-3.3640300000000E-02,8.3926600000000E-02,-1.2642600000000E-02,9.2260900000000E-03,3.0298200000000E-01,4.6388100000000E-02,-7.8645000000000E-03,5.0992235541340E-02,4.5510497875510E-04,3.1696948409080E-01
5.1381750000000E+00,2.0760300000000E-01,7.2060600000000E-01,1.8280000000000E-02,-1.2134000000000E-02,-3.3269500000000E-02,7.9812300000000E-02,-1.6052100000000E-02,1.2947400000000E-02,2.8602100000000E-01,4.7359600000000E-02,-2.1114700000000E-03,5.0457194447520E-02,1.0933383600790E-03,2.9981967806820E-01
5.2050650000000E+00,2.0760300000000E-01,7.2060600000000E-01,1.5693700000000E-02,-9.6761100000000E-03,-3.2248800000000E-02,7.5912800000000E-02,-1.9331500000000E-02,1.6033400000000E-02,2.6974100000000E-01,4.7548300000000E-02,3.7892700000000E-03,4.7682709991930E-02,7.2339130565520E-04,2.8378632664680E-01
5.2719550000000E+00,2.0760300000000E-01,7.2060600000000E-01,1.2931700000000E-02,-7.3400700000000E-03,-3.0620000000000E-02,7.2225200000000E-02,-2.2408700000000E-02,1.8493000000000E-02,2.5429400000000E-01,4.7071900000000E-02,9.6436700000000E-03,4.4436950236560E-02,1.6088365809990E-03,2.6873087883000E-01
5.3388450000000E+00,2.0760300000000E-01,7.2060600000000E-01,1.0143500000000E-02,-5.1751000000000E-03,-2.8450800000000E-02,6.8763000000000E-02,-2.5224500000000E-02,2.0355700000000E-02,2.3983200000000E-01,4.6047600000000E-02,1.5268500000000E-02,4.0902871638540E-02,3.0652503483000E-03,2.5477159023280E-01
5.4057350000000E+00,2.0760300000000E-01,7.2060600000000E-01,7.4375800000000E-03,-3.2195800000000E-03,-2.5829000000000E-02,6.5488300000000E-02,-2.7735900000000E-02,2.1669500000000E-02,2.2640700000000E-01,4.4596400000000E-02,2.0505400000000E-02,3.7085171788930E-02,6.7582358606160E-03,2.4188601970670E-01
5.4726250000000E+00,2.0760300000000E-01,7.2060600000000E-01,4.8774100000000E-03,-1.4903200000000E-03,-2.2858100000000E-02,6.2366000000000E-02,-2.9916300000000E-02,2.2491400000000E-02,2.1403700000000E-01,4.2827200000000E-02,2.5231100000000E-02,3.3117901533840E-02,1.0690336115660E-02,2.3002262413500E-01
5.0043950000000E+00,1.9870700000000E-01,6.8972725000000E-01,3.2452500000000E-02,-1.7472600000000E-02,-3.6598900000000E-02,1.1247000000000E-01,-7.6351000000000E-03,3.9374100000000E-03,4.0060100000000E-01,6.2277000000000E-02,-2.4747000000000E-02,5.4578885436060E-02,8.8063010480250E-04,4.2120492458340E-01
5.0712850000000E+00,1.9870700000000E-01,6.8972725000000E-01,3.0367000000000E-02,-1.4516400000000E-02,-3.7043800000000E-02,1.0644800000000E-01,-1.1999300000000E-02,8.8467500000000E-03,3.7790500000000E-01,6.2850700000000E-02,-1.8225500000000E-02,5.5422194302080E-02,1.2417898688000E-04,3.9759463071820E-01
5.1381750000000E+00,1.9870700000000E-01,6.8972725000000E-01,2.7687200000000E-02,-1.1610400000000E-02,-3.6712100000000E-02,1.0077400000000E-01,-1.6250000000000E-02,1.3027500000000E-02,3.5598100000000E-01,6.2440900000000E-02,-1.1269500000000E-02,5.4623339325190E-02,7.2970258770510E-04,3.7496992945670E-01
5.2050650000000E+00,1.9870700000000E-01,6.8972725000000E-01,2.4630000000000E-02,-8.8377900000000E-03,-3.5625700000000E-02,9.5438500000000E-02,-2.0287200000000E-02,1.6464800000000E-02,3.3506300000000E-01,6.1203900000000E-02,-4.1381000000000E-03,5.1778394728900E-02,7.3737167986110E-04,3.5368603467940E-01
5.2719550000000E+00,1.9870700000000E-01,6.8972725000000E-01,2.1352200000000E-02,-6.2612100000000E-03,-3.3836500000000E-02,9.0450600000000E-02,-2.4029700000000E-02,1.9172100000000E-02,3.1536300000000E-01,5.9305400000000E-02,2.9214300000000E-03,4.8477824777360E-02,1.2472416274250E-03,3.3375763893130E-01
5.3388450000000E+00,1.9870700000000E-01,6.8972725000000E-01,1.7981000000000E-02,-3.9274200000000E-03,-3.1423600000000E-02,8.5764500000000E-02,-2.7413400000000E-02,2.1191900000000E-02,2.9694700000000E-01,5.6907900000000E-02,9.6836400000000E-03,4.4813103973870E-02,3.6884136497970E-03,3.1523057818410E-01
5.4057350000000E+00,1.9870700000000E-01,6.8972725000000E-01,1.4677100000000E-02,-1.8641100000000E-03,-2.8502000000000E-02,8.1359600000000E-02,-3.0396000000000E-02,2.2592200000000E-02,2.7990900000000E-01,5.4156900000000E-02,1.5974600000000E-02,4.0825080126520E-02,7.4792569503190E-03,2.9816025495530E-01
5.4726250000000E+00,1.9870700000000E-01,6.8972725000000E-01,1.1537600000000E-02,-8.2673000000000E-05,-2.5183900000000E-02,7.7221000000000E-02,-3.2953300000000E-02,2.3442300000000E-02,2.6428900000000E-01,5.1181800000000E-02,2.1656400000000E-02,3.6565218120810E-02,1.1872412636880E-02,2.8253349661830E-01
5.0043950000000E+00,1.9023475000000E-01,6.6031875000000E-01,4.4606800000000E-02,-1.6966500000000E-02,-4.0329300000000E-02,1.3635800000000E-01,-5.8348500000000E-03,3.4631900000000E-03,4.7747600000000E-01,8.4604200000000E-02,-3.8612200000000E-02,5.8782622218130E-02,1.2011138023810E-03,5.0568652153020E-01
5.0712850000000E+00,1.9023475000000E-01,6.6031875000000E-01,4.2110200000000E-02,-1.3536100000000E-02,-4.0940300000000E-02,1.2869700000000E-01,-1.1297600000000E-02,8.9473700000000E-03,4.4969100000000E-01,8.3210800000000E-02,-3.0596200000000E-02,6.0240775346760E-02,1.2984132627030E-03,4.7629269957540E-01
5.1381750000000E+00,1.9023475000000E-01,6.6031875000000E-01,3.8922100000000E-02,-1.0251900000000E-02,-4.0644700000000E-02,1.2153000000000E-01,-1.6543400000000E-02,1.3562700000000E-02,4.2309600000000E-01,8.0785000000000E-02,-2.2115600000000E-02,5.8716833591460E-02,1.7480070237070E-03,4.4841277599330E-01
5.2050650000000E+00,1.9023475000000E-01,6.6031875000000E-01,3.5229500000000E-02,-7.2000700000000E-03,-3.9469700000000E-02,1.1483500000000E-01,-2.1455900000000E-02,1.7304700000000E-02,3.9789100000000E-01,7.7554300000000E-02,-1.3486800000000E-02,5.5831056088210E-02,2.1072214003650E-03,4.2212551832200E-01
5.2719550000000E+00,1.9023475000000E-01,6.6031875000000E-01,3.1267800000000E-02,-4.4326500000000E-03,-3.7484300000000E-02,1.0857100000000E-01,-2.5946400000000E-02,2.0203500000000E-02,3.7425200000000E-01,7.3739100000000E-02,-5.0000500000000E-03,5.2430443465710E-02,2.0127482712270E-03,3.9754933118820E-01
5.3388450000000E+00,1.9023475000000E-01,6.6031875000000E-01,2.7179000000000E-02,-1.9917000000000E-03,-3.4793700000000E-02,1.0273100000000E-01,-2.9954900000000E-02,2.2322300000000E-02,3.5232100000000E-01,6.9528800000000E-02,3.0952500000000E-03,4.8589251935480E-02,5.2215866744520E-03,3.7481763958930E-01
5.4057350000000E+00,1.9023475000000E-01,6.6031875000000E-01,2.3168600000000E-02,1.0913400000000E-04,-3.1524500000000E-02,9.7268200000000E-02,-3.3442100000000E-02,2.3746100000000E-02,3.3208400000000E-01,6.5105800000000E-02,1.0596100000000E-02,4.4473502784970E-02,8.8631520047780E-03,3.5390439629550E-01
5.4726250000000E+00,1.9023475000000E-01,6.6031875000000E-01,1.9341500000000E-02,1.8706100000000E-03,-2.7821800000000E-02,9.2114400000000E-02,-3.6393400000000E-02,2.4565000000000E-02,3.1342300000000E-01,6.0610200000000E-02,1.7354600000000E-02,4.0007196366790E-02,1.3305603526530E-02,3.3465766906740E-01
5.0043950000000E+00,1.8216575000000E-01,6.3231050000000E-01,5.8457900000000E-02,-1.5378700000000E-02,-4.4648500000000E-02,1.5845000000000E-01,-4.2411200000000E-03,4.0658400000000E-03,5.4502400000000E-01,1.1099800000000E-01,-5.3959400000000E-02,6.3576586544510E-02,7.0118199801070E-04,5.8226203918460E-01
